"_type","availability","category","list_price","name","part_number","price","quantity","rating","rating_count","seller","subcategory","thirdparty","uom","url"
"ProductItem","1","Dogs","36.53","Pet Life Luxe GoldWagger GoldLeaf Designer Fur Dog Jacket Coat","136404613","26.96","","","","UnbeatableSale","Dog Apparel","true","","https://www.walmart.com/product/136404613/sellers"
"ProductItem","1","Dogs","","Pet Life Luxe GoldWagger GoldLeaf Designer Fur Dog Jacket Coat","136404613","32.79","","","","VirVentures","Dog Apparel","true","","https://www.walmart.com/product/136404613/sellers"
"ProductItem","1","Dogs","","Pet Life Luxe GoldWagger GoldLeaf Designer Fur Dog Jacket Coat","136404613","35.99","","","","PET LIFE","Dog Apparel","true","","https://www.walmart.com/product/136404613/sellers"
"ProductItem","1","Small Animals","","Zoo Med Aspen Snake Bedding 8 Quarts Pack of 4","136514755","37.91","4.0","","","Palatial Products","Small Animal Bedding & Litter","true","pk","https://www.walmart.com/product/136514755/sellers"
"ProductItem","1","Small Animals","","Prevue Pet Products IncGrass Small Animal Hut Medium","136532960","15.37","","","","BikeSomewhere","Small Animal Toys","true","","https://www.walmart.com/product/136532960/sellers"
"ProductItem","1","Dogs","","Mesh Pet HarnessM","136556733","14.69","","","","Overstock","Dog Collars, Leashes & Harnesses","true","","https://www.walmart.com/product/136556733/sellers"
"ProductItem","1","Dogs","","Thor Dog Costume","136592766","19.53","","","","Costume Zoo","Dog Apparel","true","","https://www.walmart.com/product/136592766/sellers"
"ProductItem","1","Dogs","","Thor Dog Costume","136592766","19.54","","","","7th Avenue Costumes","Dog Apparel","true","","https://www.walmart.com/product/136592766/sellers"
"ProductItem","1","Dogs","","Thor Dog Costume","136592766","19.62","","","","Pure Costumes","Dog Apparel","true","","https://www.walmart.com/product/136592766/sellers"
"ProductItem","1","Dogs","","Thor Dog Costume","136592766","29.49","","","","Faery Nice Things Inc","Dog Apparel","true","","https://www.walmart.com/product/136592766/sellers"
"ProductItem","1","Dogs","","Thor Dog Costume","136592766","39.95","","","","Rocky Mountain Textbooks","Dog Apparel","true","","https://www.walmart.com/product/136592766/sellers"
"ProductItem","1","All Departments","","Unique BargainsPet Dog Doggy Puppy Training Whistle Keyring Red 1 Inch Dia 2pcs","136668439","6.78","","","","Tasharina Corp","Unique Bargains","true","","https://www.walmart.com/product/136668439/sellers"
"ProductItem","1","Horses","","Manna Pro Cool Omega 40 Fat Protein Horse Supplement 8 lbs","136785083","35.22","8.0","","","Walmart","Horse Nutrition & Supplements","false","lb","https://www.walmart.com/product/136785083/sellers"
"ProductItem","1","Farm & Ranch","66.66","WATERER DOME RED 8 GALLON","136820992","49.28","","","","UnbeatableSale","Poultry Care","true","","https://www.walmart.com/product/136820992/sellers"
"ProductItem","1","Farm & Ranch","","WATERER DOME RED 8 GALLON","136820992","94.06","","","","SlickBlue","Poultry Care","true","","https://www.walmart.com/product/136820992/sellers"
"ProductItem","2","Farm Animals","","ALASKA GARDEN AND PET TEXTURED GOAT","136830891","0.0","","","","Walmart","Livestock Feed","false","","https://www.walmart.com/product/136830891/sellers"
"ProductItem","1","Dogs","","Telluride All Weather Thinsulate Warm Two Layered Coat for Dogs by Outward Hound XSmall","136884894","25.04","","5.0","2","Walmart","Dog Costumes & Clothing","false","","https://www.walmart.com/product/136884894/sellers"
"ProductItem","1","Birds","42.04","40 LB Wagners Four Season Sunflower Wild Bird Food","136906397","35.0","40.0","4.4167","12","Walmart","Bird Food","false","lb","https://www.walmart.com/product/136906397/sellers"
"ProductItem","1","Reptiles","","Exo Terra Snake Cave Large","136966389","16.14","","","","Walmart","Gecko Supplies","false","","https://www.walmart.com/product/136966389/sellers"
"ProductItem","1","Reptiles","","Exo Terra Snake Cave Large","136966389","30.36","","","","joshsfrogs","Gecko Supplies","true","","https://www.walmart.com/product/136966389/sellers"
"ProductItem","1","Reptiles","","zoo med mesh reptile hammock small 1412 inch","137021855","9.93","1.0","","","AMI Ventures Inc","Zoo Med Reptile & Fish Supplies","true","cnt","https://www.walmart.com/product/137021855/sellers"
"ProductItem","1","Reptiles","","zoo med mesh reptile hammock small 1412 inch","137021855","14.95","1.0","","","Rocky Mountain Textbooks","Zoo Med Reptile & Fish Supplies","true","cnt","https://www.walmart.com/product/137021855/sellers"
"ProductItem","1","Small Animals","","Safari Ltd WS Wildlife Koala","137111586","5.99","","","","Mirra Me","Small Animal Toys","true","","https://www.walmart.com/product/137111586/sellers"
"ProductItem","1","Small Animals","","Safari Ltd WS Wildlife Koala","137111586","5.99","","","","SAFARI LTD","Small Animal Toys","true","","https://www.walmart.com/product/137111586/sellers"
"ProductItem","1","Small Animals","","Safari Ltd WS Wildlife Koala","137111586","19.44","","","","AMI Ventures Inc","Small Animal Toys","true","","https://www.walmart.com/product/137111586/sellers"
"ProductItem","1","Dogs","","Petrainer PET998DBB2 100 Waterproof Dog Shock Collar with Remote Dog Training Collar with BeepVibraShock Electric ECollar300yd Range","137593633","49.99","","4.0","35","iPets Inc","Dog Collars, Leashes & Harnesses","true","","https://www.walmart.com/product/137593633/sellers"
"ProductItem","1","Horses","","Amigo Bravo 12 AllInOne Heavy Turnout 78 NavyBl","137724171","224.95","","","","Statelinetack","Horse Fly Sheets","true","","https://www.walmart.com/product/137724171/sellers"
"ProductItem","1","Reptiles","","Zoo Med Premium Repti Bark Natural Reptile Bedding 4 Quarts Pack of 6","137765508","38.78","6.0","","","Palatial Products","Reptile Bedding & Substrate","true","pk","https://www.walmart.com/product/137765508/sellers"
"ProductItem","2","Dogs","","NutriVet Grass Guard Max Chewables 150 Ct","138116945","11.99","150.0","","","Walmart","Dog Health & Wellbeing","false","cnt","https://www.walmart.com/product/138116945/sellers"
"ProductItem","1","Prevue Pet Accessories","","Prevue Pet 6 Mesh Hamster Wheel 90012","138167493","12.69","","","","BikeSomewhere","","true","","https://www.walmart.com/product/138167493/sellers"
"ProductItem","1","All Departments","14.99","Animal Metal Pendant Keychain Split Ring Dog Training Whistle Tricolor 2 PCS","138182279","7.49","","","","Tasharina Corp","Unique Bargains","true","","https://www.walmart.com/product/138182279/sellers"
"ProductItem","2","Farm Animals","","ALASKA GARDEN AND PET BROILER FINISHER","138214367","0.0","50.0","","","Walmart","Livestock Feed","false","lb","https://www.walmart.com/product/138214367/sellers"
"ProductItem","1","Horses","","Farnam Endure SweatResistant Fly Repellents for Horses 2 Pack","138244746","43.26","2.0","","","VirVentures","Farnam Central Life","true","pk","https://www.walmart.com/product/138244746/sellers"
"ProductItem","1","Reptiles","","5lbs dried crickets","138275342","34.57","5.0","","","SUPERIOR PET SUPPLIES INC","Reptile Food: Crickets, Mealworms & More","true","lb","https://www.walmart.com/product/138275342/sellers"
"ProductItem","1","Reptiles","","Exo Terra Turtle Bank Large","138417586","40.27","","","","Walmart","Gecko Supplies","false","","https://www.walmart.com/product/138417586/sellers"
"ProductItem","1","Reptiles","","Exo Terra Turtle Bank Large","138417586","42.99","","","","ValuePetSupplies","Gecko Supplies","true","","https://www.walmart.com/product/138417586/sellers"
"ProductItem","1","Reptiles","","Exo Terra Turtle Bank Large","138417586","40.27","","","","joshsfrogs","Gecko Supplies","true","","https://www.walmart.com/product/138417586/sellers"
"ProductItem","1","Small Animals","14.42","Superpet Pets International SSR61126 Wood Small Animal Apple Orchard Chew Sticks 10Count Apple orchard sticks are delicious allnatural wood chews By Kaytee","138457192","8.29","","","","Chloenoel","Guinea Pig Treats","true","","https://www.walmart.com/product/138457192/sellers"
"ProductItem","1","Dogs","","150pcs Bird Rings Leg Bands for Pigeon Parrot Finch Canary Hatch Poultry Rings SPECIAL TODAY","138508260","6.93","","1.0","1","INVECH INC","Dog Collars, Leashes & Harnesses","true","","https://www.walmart.com/product/138508260/sellers"
"ProductItem","1","Horses","","Mane n Tail Gentle Clarifying Shampoo 12 Oz Squeeze Bottle","138653839","5.28","12.0","5.0","1","Beauty Drama","Horse Grooming","true","oz","https://www.walmart.com/product/138653839/sellers"
"ProductItem","1","Horses","","Mane n Tail Gentle Clarifying Shampoo 12 Oz Squeeze Bottle","138653839","11.95","12.0","5.0","1","AMI Ventures Inc","Horse Grooming","true","oz","https://www.walmart.com/product/138653839/sellers"
"ProductItem","1","Reptiles","","ZillaDurable Den Green Small","138659740","6.32","","","","ProMax Commerce","Snake Supplies","true","","https://www.walmart.com/product/138659740/sellers"
"ProductItem","1","Reptiles","","ZillaDurable Den Green Small","138659740","6.34","","","","joshsfrogs","Snake Supplies","true","","https://www.walmart.com/product/138659740/sellers"
"ProductItem","1","Reptiles","","ZillaDurable Den Green Small","138659740","1.65","","","","Ablackhorse","Snake Supplies","true","","https://www.walmart.com/product/138659740/sellers"
"ProductItem","1","Reptiles","","ZillaDurable Den Green Small","138659740","2.45","","","","AlotOfHome","Snake Supplies","true","","https://www.walmart.com/product/138659740/sellers"
"ProductItem","1","Reptiles","18.99","Aquarium Fish Tank Reptile Turtle Pier Basking Platform Dock Clear w Sucker Cup","138665530","9.05","","","","Tasharina Corp","Turtle Docks","true","","https://www.walmart.com/product/138665530/sellers"
"ProductItem","1","Horses","","Cashel Econo Standard Fly Mask No Ears or Nose Size Arab Cob Small Quarter Horse","138691040","19.88","","","","Jeffers","Horse Supplies","true","","https://www.walmart.com/product/138691040/sellers"
"ProductItem","2","Sports","","Tough1 Delux Easy Breathe V Grazing Muzzle Large","138785992","46.95","","","","Tackxas Saddle Leather Superstore","Equestrian Gear","true","","https://www.walmart.com/product/138785992/sellers"
"ProductItem","2","Birds","","Pennington Wild Bird Feeder Petite Gazebo Green Hold 25 Pounds","138851522","0.0","","5.0","1","Walmart","Wild Bird Accessories","false","","https://www.walmart.com/product/138851522/sellers"
"ProductItem","1","Reptiles","","Exo Terra Turtle Bank Magnetic Floating Island Small","138936236","15.19","","4.0","1","Walmart","Gecko Supplies","false","","https://www.walmart.com/product/138936236/sellers"
"ProductItem","1","Reptiles","","Exo Terra Turtle Bank Magnetic Floating Island Small","138936236","17.67","","4.0","1","joshsfrogs","Gecko Supplies","true","","https://www.walmart.com/product/138936236/sellers"
"ProductItem","1","Reptiles","","Exo Terra Turtle Bank Magnetic Floating Island Small","138936236","21.64","","4.0","1","Healthypets","Gecko Supplies","true","","https://www.walmart.com/product/138936236/sellers"
"ProductItem","1","Farm Animals","","Pecking Order Mealworm Treat Mini Cake for Chickens 40 oz","138957539","3.98","4.0","5.0","2","Walmart","Chicken Treats","false","oz","https://www.walmart.com/product/138957539/sellers"
"ProductItem","1","Reptiles","","2 Pack DayView WildBlue 60 Watt Heat Lamp","138995432","9.99","2.0","","","Pidaz","Reptile Habitat Heat Lamps","true","pk","https://www.walmart.com/product/138995432/sellers"
"ProductItem","1","Arm & Hammer Pet Supplies","","Arm Hammer MultiCat Clumping Litter Unscented 20lb","13908241","8.37","20.0","4.1244","201","Walmart","","false","lb","https://www.walmart.com/product/13908241/sellers"
"ProductItem","2","Horses","","Mane n Tail and Body Shampoo 32 oz","13908557","5.49","32.0","4.7073","41","Walmart","Horse Grooming","false","fl-oz","https://www.walmart.com/product/13908557/sellers"
"ProductItem","1","Dogs","","Black Flag Flea Tick Killer Concentrate Yard Treatment ReadytoSpray 32fl oz","139127157","13.99","32.0","4.0","1","Walmart","Dog Flea & Tick Supplies","false","oz","https://www.walmart.com/product/139127157/sellers"
"ProductItem","1","Farm & Ranch","","EcoGlow 50 Chick Brooder","139203909","119.95","","4.7143","7","Walmart","Poultry Care","false","","https://www.walmart.com/product/139203909/sellers"
"ProductItem","1","Farm & Ranch","","EcoGlow 50 Chick Brooder","139203909","199.95","","4.7143","7","Hayneedle","Poultry Care","true","","https://www.walmart.com/product/139203909/sellers"
"ProductItem","1","Reptiles","6.33","Exo Terra Soft Pellets Forest Tortoise Ad 98oz","139302054","4.75","9.8","","","Walmart","Exo Terra Reptile Food","false","oz","https://www.walmart.com/product/139302054/sellers"
"ProductItem","1","Reptiles","","Exo Terra Soft Pellets Forest Tortoise Ad 98oz","139302054","9.04","9.8","","","joshsfrogs","Exo Terra Reptile Food","true","oz","https://www.walmart.com/product/139302054/sellers"
"ProductItem","1","Horses","","Finish Line U7 Gastric Aid Liquid Horse Supplement 2 Fl Oz","139606350","13.0","2.0","","","Saddles N Stuff","Horse Supplies","true","fl-oz","https://www.walmart.com/product/139606350/sellers"
"ProductItem","1","Farm Animals","","EGG BASKET","139846360","10.13","","5.0","2","Walmart","Farm Animal Supplies","false","","https://www.walmart.com/product/139846360/sellers"
"ProductItem","1","Dogs","","PetSafe InGround Cat Fence Receiver Collar","140006985","99.95","","5.0","2","Walmart","Dog Training & Obedience","false","","https://www.walmart.com/product/140006985/sellers"
"ProductItem","1","Garden Center","","Patriot White Clover Seed 25 Lbs","139370173","257.1","25.0","","","Seed Ranch","Plants, Flowers, Trees","true","lb","https://www.walmart.com/product/139370173/sellers"
"ProductItem","1","Garden Center","","Patriot White Clover Seed 25 Lbs","139370173","257.1","25.0","","","Dibbs Farms","Plants, Flowers, Trees","true","lb","https://www.walmart.com/product/139370173/sellers"
"ProductItem","1","Nutri-Vet","","NutriVet 2inch Bitter Bandage case contains teal and pink with hearts bandages 1ct","140077902","2.99","1.0","","","Walmart","","false","cnt","https://www.walmart.com/product/140077902/sellers"
"ProductItem","1","Automotive Interior","","PetSafe Extra Wide Deluxe Hammock Cover 60 Tan","134755052","0.0","","","","Walmart","Car Seat Covers","false","","https://www.walmart.com/product/134755052/sellers"
"ProductItem","1","Garden Center","","Rackmaster Refuge Clover Brassica Chicory Food Plot Seed Mix 5 Lbs","140141189","40.95","5.0","","","Seed Ranch","Plants, Flowers, Trees","true","lb","https://www.walmart.com/product/140141189/sellers"
"ProductItem","1","Garden Center","","Rackmaster Refuge Clover Brassica Chicory Food Plot Seed Mix 5 Lbs","140141189","31.5","5.0","","","Dibbs Farms","Plants, Flowers, Trees","true","lb","https://www.walmart.com/product/140141189/sellers"
"ProductItem","1","Reptiles","","Galapagos Tropicoco Soil Natural 8qt StandUp Pouch","140215489","7.65","","","","Walmart","Reptile Bedding & Substrate","false","","https://www.walmart.com/product/140215489/sellers"
"ProductItem","1","Reptiles","","Galapagos Tropicoco Soil Natural 8qt StandUp Pouch","140215489","19.28","","","","joshsfrogs","Reptile Bedding & Substrate","true","","https://www.walmart.com/product/140215489/sellers"
"ProductItem","1","Reptiles","","Caribsea IncReptilite Baja Tan 20 Pound Case of 2","140235742","23.04","2.0","","","Ablackhorse","Reptile Bedding & Substrate","true","pk","https://www.walmart.com/product/140235742/sellers"
"ProductItem","1","Reptiles","","Caribsea IncReptilite Baja Tan 20 Pound Case of 2","140235742","55.15","2.0","","","ProMax Commerce","Reptile Bedding & Substrate","true","pk","https://www.walmart.com/product/140235742/sellers"
"ProductItem","1","Reptiles","","Galapagos Reptile Terrarium Mossy Crash Pad Natural 18 x 36 Header Pouch","140447993","15.52","","","","Walmart","Reptile Bedding & Substrate","false","","https://www.walmart.com/product/140447993/sellers"
"ProductItem","1","Arm & Hammer Pet Supplies","","Arm Hammer Slide Clumping Cat Litter Multi Cat 14 lb","140495683","9.26","14.0","4.0401","1946","Walmart","","false","lb","https://www.walmart.com/product/140495683/sellers"
"ProductItem","1","Dogs","","Groovypets 2Dog Remote Dog Training Collar SystemsRechargeable Dog Shock Collar No Bark Trainer Obedience Training for SmallMediumLarge Dogs","140498132","45.95","","5.0","1","LEGEND ZONE","Dog Training & Obedience","true","","https://www.walmart.com/product/140498132/sellers"
"ProductItem","1","Dogs","","24 Military GI Dog Tags Anodized Aluminum Engravable Blanks Wholesale Chain New","140499600","23.02","","","","AllTopBargains","Dog Collars, Leashes & Harnesses","true","","https://www.walmart.com/product/140499600/sellers"
"ProductItem","1","Cleaning Supplies","11.94","Adams Carpet Powder 16 ounces","14053406","9.87","16.0","3.6897","29","Walmart","All-Purpose Cleaners","false","oz","https://www.walmart.com/product/14053406/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","7.99","","","","Piccard meds 4 pets Corp","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","9.28","","","","Little Family Members","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","9.99","","","","Kwik Retail LLC","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","11.41","","","","Valo Market","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","6.25","","","","Jeffers","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","5.2","","","","Ablackhorse","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","5.57","","","","AlotOfHome","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","10.69","","","","Overstock","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Dogs","","Benzocaine aids in pain reliefHelps relieve topical conditions that may have a bacterial andor fungal basis Helps prevent infectionProvides germ water and fly barrier","14053419","18.66","","","","Palatial Products","Dog Health & Wellbeing","true","","https://www.walmart.com/product/14053419/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","10.77","5.0","3.8571","7","Piccard meds 4 pets Corp","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","12.48","5.0","3.8571","7","ProMax Commerce","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","13.02","5.0","3.8571","7","NVC Livestock Concepts","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","7.84","5.0","3.8571","7","AlotOfHome","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","8.62","5.0","3.8571","7","Ablackhorse","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","10.79","5.0","3.8571","7","Jeffers","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Horses","","Flys Off Fly Repellent Ointment 5 oz","14053426","18.49","5.0","3.8571","7","canem llc","Horse Grooming","true","oz","https://www.walmart.com/product/14053426/sellers"
"ProductItem","1","Garden Center","","Pennington TriFescue Tall Fescue Blend 25 lb","140536803","106.69","25.0","","","DCS Solutions","Plants, Flowers, Trees","true","lb","https://www.walmart.com/product/140536803/sellers"
"ProductItem","1","Horses","","Ramard Inc 22701767 Ramard Total Joint Care","140564314","342.9","","","","ProMax Commerce","Horse Supplies","true","","https://www.walmart.com/product/140564314/sellers"
"ProductItem","1","Horses","","Ramard Inc 22701767 Ramard Total Joint Care","140564314","335.39","","","","FAUCETS COMPLETE","Horse Supplies","true","","https://www.walmart.com/product/140564314/sellers"
"ProductItem","1","Horses","459.58","Ramard Inc 22701767 Ramard Total Joint Care","140564314","340.33","","","","UnbeatableSale","Horse Supplies","true","","https://www.walmart.com/product/140564314/sellers"
"ProductItem","1","Dogs","","Farnam PetZodiac Fogger 3 Oz3pk","140614258","15.95","3.0","","","Piccard meds 4 pets Corp","Dog Flea & Tick Supplies","true","oz","https://www.walmart.com/product/140614258/sellers"
"ProductItem","1","Dogs","","Farnam PetZodiac Fogger 3 Oz3pk","140614258","12.74","3.0","","","AlotOfHome","Dog Flea & Tick Supplies","true","oz","https://www.walmart.com/product/140614258/sellers"
"ProductItem","1","Dogs","","Farnam PetZodiac Fogger 3 Oz3pk","140614258","12.3","3.0","","","Ablackhorse","Dog Flea & Tick Supplies","true","oz","https://www.walmart.com/product/140614258/sellers"
"ProductItem","1","Horses","","Cashel Crusader Standard Fly Mask with Ears and Blue Trim Benefit Wounded Warriors All Sizes","140625164","27.99","","","","Tackxas Saddle Leather Superstore","Fly Repellents","true","","https://www.walmart.com/product/140625164/sellers"
"ProductItem","1","Horses","","Cashel Crusader Standard Fly Mask with Ears and Blue Trim Benefit Wounded Warriors All Sizes","140625164","34.76","","","","AMI Ventures Inc","Fly Repellents","true","","https://www.walmart.com/product/140625164/sellers"
"ProductItem","1","Dogs","","Blue Buffalo Life Protection Formula Chicken and Brown Rice Adult Dry Dog Food","140694771","48.74","30.0","4.5556","18","Walmart","Dog Food & Treats","false","lb","https://www.walmart.com/product/140694771/sellers"
"ProductItem","1","Dogs","","Touchdog Original SherpaBark Designer FashionForward Dog Coat","140780692","29.96","","3.75","4","Palatial Products","Dog Apparel","true","","https://www.walmart.com/product/140780692/sellers"
"ProductItem","1","Dogs","","Touchdog Original SherpaBark Designer FashionForward Dog Coat","140780692","32.79","","3.75","4","VirVentures","Dog Apparel","true","","https://www.walmart.com/product/140780692/sellers"
"ProductItem","1","Dogs","","Touchdog Original SherpaBark Designer FashionForward Dog Coat","140780692","29.99","","3.75","4","Overstock","Dog Apparel","true","","https://www.walmart.com/product/140780692/sellers"
"ProductItem","1","Dogs","","Touchdog Original SherpaBark Designer FashionForward Dog Coat","140780692","38.99","","3.75","4","PET LIFE","Dog Apparel","true","","https://www.walmart.com/product/140780692/sellers"
"ProductItem","1","Reptiles","","Zoo Med ReptiBreeze LED Deluxe Open Air Aluminum Screen Cage Medium 16L x 16W x 30H","140864170","94.12","16.0","","","joshsfrogs","Zoo Med Reptile Terrariums - Reptile Tanks & Habitats","true","l","https://www.walmart.com/product/140864170/sellers"
"ProductItem","1","Reptiles","","Zoo Med ReptiBreeze LED Deluxe Open Air Aluminum Screen Cage Medium 16L x 16W x 30H","140864170","106.99","16.0","","","AlotOfHome","Zoo Med Reptile Terrariums - Reptile Tanks & Habitats","true","l","https://www.walmart.com/product/140864170/sellers"
"ProductItem","1","Reptiles","","Zoo Med ReptiBreeze LED Deluxe Open Air Aluminum Screen Cage Medium 16L x 16W x 30H","140864170","120.57","16.0","","","Palatial Products","Zoo Med Reptile Terrariums - Reptile Tanks & Habitats","true","l","https://www.walmart.com/product/140864170/sellers"
"ProductItem","1","Reptiles","","Zoo Med ReptiBreeze LED Deluxe Open Air Aluminum Screen Cage Medium 16L x 16W x 30H","140864170","156.05","16.0","","","SlickBlue","Zoo Med Reptile Terrariums - Reptile Tanks & Habitats","true","l","https://www.walmart.com/product/140864170/sellers"
"ProductItem","1","Reptiles","","Exo Terra Terrarium Glass Cleaner 84oz","140896997","15.98","8.4","","","joshsfrogs","Gecko Tanks & Habitats","true","oz","https://www.walmart.com/product/140896997/sellers"
"ProductItem","1","Reptiles","","Exo Terra Terrarium Glass Cleaner 84oz","140896997","19.98","8.4","","","ValuePetSupplies","Gecko Tanks & Habitats","true","oz","https://www.walmart.com/product/140896997/sellers"
"ProductItem","1","Garden Center","","Pennington Black Oil Sunflower Seeds 5 lb","140927798","20.28","5.0","1.8333","6","DCS Solutions","Plants, Flowers, Trees","true","lb","https://www.walmart.com/product/140927798/sellers"
"ProductItem","1","Dogs","42.99","Petrainer PET998DB2 330 Yards Rechargeable and Waterproof Dog Training Collar for 2 dogs with Safe BeepVibration and Shock Electric Dog Shock Collar","140945782","39.99","","4.125","24","iPets Inc","Dog Training & Obedience","true","","https://www.walmart.com/product/140945782/sellers"
"ProductItem","1","Small Animals","17.74","Critter Cruiser Interactive Exercise Toy","14100897","14.99","","3.1429","7","Walmart","Guinea Pig Supplies","false","","https://www.walmart.com/product/14100897/sellers"
"ProductItem","1","Small Animals","","Critter Cruiser Interactive Exercise Toy","14100897","14.99","","3.1429","7","Ablackhorse","Guinea Pig Supplies","true","","https://www.walmart.com/product/14100897/sellers"
"ProductItem","1","Small Animals","","Critter Cruiser Interactive Exercise Toy","14100897","25.33","","3.1429","7","VirVentures","Guinea Pig Supplies","true","","https://www.walmart.com/product/14100897/sellers"
"ProductItem","1","Small Animals","","Critter Cruiser Interactive Exercise Toy","14100897","28.93","","3.1429","7","Valo Market","Guinea Pig Supplies","true","","https://www.walmart.com/product/14100897/sellers"
"ProductItem","1","Small Animals","51.0","Kaytee CritterTrail Extreme Challenge Habitat","14100905","36.99","","2.7727","22","Walmart","Hamster Cages","false","","https://www.walmart.com/product/14100905/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Extreme Challenge Habitat","14100905","45.2","","2.7727","22","Hayneedle","Hamster Cages","true","","https://www.walmart.com/product/14100905/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Extreme Challenge Habitat","14100905","45.53","","2.7727","22","ProMax Commerce","Hamster Cages","true","","https://www.walmart.com/product/14100905/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Extreme Challenge Habitat","14100905","39.99","","2.7727","22","Ablackhorse","Hamster Cages","true","","https://www.walmart.com/product/14100905/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","42.99","","4.0526","19","Walmart","Hamster Cages","false","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","50.65","","4.0526","19","Hayneedle","Hamster Cages","true","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","51.44","","4.0526","19","ProMax Commerce","Hamster Cages","true","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","47.99","","4.0526","19","AlotOfHome","Hamster Cages","true","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","55.91","","4.0526","19","Palatial Products","Hamster Cages","true","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","47.99","","4.0526","19","Ablackhorse","Hamster Cages","true","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","","Kaytee CritterTrail Two Level Habitat","14100906","70.34","","4.0526","19","Valo Market","Hamster Cages","true","","https://www.walmart.com/product/14100906/sellers"
"ProductItem","1","Small Animals","24.54","Super Pet CritterTrail Hamster Portable Petite Habitat","14100908","18.99","","3.3913","23","Walmart","Hamster Cages","false","","https://www.walmart.com/product/14100908/sellers"
"ProductItem","1","Small Animals","","Super Pet CritterTrail Hamster Portable Petite Habitat","14100908","24.42","","3.3913","23","ProMax Commerce","Hamster Cages","true","","https://www.walmart.com/product/14100908/sellers"
